task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
"Keep informed regarding pending industry changes, trends, and best practices and assess the potential impact of these changes on organizational processes.",keep inform regard pende industry change trend and good practice and assess the potential impact of these change on organizational process,0.0139411864340529,11-9199,Compliance Managers,15651.0,Core,57.0,07/2012,Incumbent,11,Management Occupations,1.0,1.0,0.011465444543144852,0.014008646083994217,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
Advise internal management or business partners on the implementation or operation of compliance programs.,Advise internal management or business partner on the implementation or operation of compliance program,0.0042996182460163,11-9199,Compliance Managers,15642.0,Core,56.0,07/2012,Incumbent,11,Management Occupations,1.0,1.0,0.003536071681530643,0.004320423558615024,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.8392384615384616,0.2010057576923077,4.014187711538462,3.94,3.6399,4.2367,81.95,65.8149,91.4571
Conduct periodic internal reviews or audits to ensure that compliance procedures are followed.,conduct periodic internal review or audits to ensure that compliance procedure be follow,0.0019543719300074,11-9199,Compliance Managers,15655.0,Core,57.0,07/2012,Incumbent,11,Management Occupations,1.0,1.0,0.0016073053097866484,0.001963828890279547,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.2245830769230769,0.07714278461538461,0.7641494153846153,4.0,3.7114,4.2893,83.71,67.3236,92.7579
Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,verify that software technology be in place to adequately provide oversight and monitoring in all require area,0.0045602011700173,11-9199,Compliance Managers,15636.0,Supplemental,53.0,07/2012,Incumbent,11,Management Occupations,1.0,1.0,0.003750379056168874,0.004582267410652311,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.7709888461538461,0.1566808423076923,3.5306649500000002,3.43,2.8017,4.0487,53.14,38.4597,67.2961
Identify group or individual target investors for a specific fund.,identify group or individual target investor for a specific fund,0.0024755377780094,11-9199,Investment Fund Managers,15672.0,Supplemental,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.00203592005906311,0.0024875165943541197,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,1.7422034615384616,0.6133760923076923,4.277525065384616,3.54,3.1451,3.9391,55.71,45.2754,65.6604
Develop or direct development of offering documents or marketing materials.,develop or direct development of offer document or marketing material,0.0065145731000247,11-9199,Investment Fund Managers,15673.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.0053576843659555225,0.006546096300931858,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.6009919230769231,0.13465812307692307,2.9599989192307694,3.57,3.153,3.9953,72.35,57.9956,83.2232
"Develop, implement, or monitor security valuation policies.",develop implement or monitor security valuation policy,0.0019543719300074,11-9199,Investment Fund Managers,15664.0,Core,80.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.0016073053097866484,0.001963828890279547,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,1.9701173076923078,1.0176534423076924,3.641913661538462,4.22,3.9757,4.4665,88.32,80.2853,93.3471
"Present investment information, such as product risks, fees, or fund performance statistics.",present investment information such as product risk fee or fund performance statistic,0.0730935101822777,11-9199,Investment Fund Managers,15668.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.060113218586021415,0.073447200496456,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,1.4295296153846153,0.5922222923076923,3.2876402653846153,4.23,4.0195,4.4319,92.21,82.6423,96.7168
"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",perform or evaluate research such as detailed company or industry analysis to inform financial forecasting decision making or valuation,0.0181105132180688,11-9199,Investment Fund Managers,15667.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.014894362537356461,0.018198147716590698,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,3.3462169230769234,1.6591330076923076,6.105601880769232,4.38,4.1544,4.6139,89.62,78.3768,95.3661
"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",evaluate the potential of new product development or market opportunity accord to factor such as business plan technology or market potential,0.0091204023400346,11-9199,Investment Fund Managers,15674.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.007500758112337748,0.009164534821304622,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,1.4383642307692308,0.6209935807692308,3.222665580769231,3.79,3.5325,4.0528,85.23,75.506,91.5223
Select specific investments or investment mixes for purchase by an investment fund.,select specific investment or investment mix for purchase by an investment fund,0.0048207840940183,11-9199,Investment Fund Managers,15679.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.003964686430807105,0.0048441112626895965,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,3.582736923076923,1.8302912461538465,6.321022280769231,4.61,4.3607,4.8557,86.1,70.976,94.0118
Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,monitor regulatory or tax law change to ensure fund compliance or to capitalize on development opportunity,0.0042996182460163,11-9199,Investment Fund Managers,15670.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.003536071681530643,0.004320423558615024,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.397975,0.17183916153846154,1.1474545538461538,3.72,3.4646,3.9756,70.97,56.4297,82.1905
Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,Monitor financial or operational performance of individual investment to ensure portfolio meet risk goal,0.0234524631600891,11-9199,Investment Fund Managers,15669.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.019287663717440028,0.02356594668335487,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,2.8216319230769233,1.5202992269230768,5.008715526923077,4.56,4.4219,4.6957,98.06,91.1663,99.5982
Develop or implement fund investment policies or strategies.,develop or implement fund investment policy or strategy,0.0087295279540331,11-9199,Investment Fund Managers,15675.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.007179297050380401,0.00877176904324869,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,2.7666380769230763,1.4551940538461539,4.944457792307693,4.47,4.2473,4.702,91.91,79.1083,97.1497
Select or direct the execution of trades.,select or direct the execution of trade,0.0063842816380242,11-9199,Investment Fund Managers,15676.0,Core,81.0,07/2014,Incumbent,11,Management Occupations,1.0,1.0,0.005250530678636406,0.006415174374913213,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,3.8441815384615383,1.7726853153846154,7.163489965384615,4.48,4.1324,4.8288,74.46,54.3769,87.7034
Monitor supplier performance to assess ability to meet quality and delivery requirements.,monitor supplier performance to assess ability to meet quality and delivery requirement,0.0027361207020103,11-9199,Supply Chain Managers,15686.0,Core,27.0,06/2010,Occupational Expert,11,Management Occupations,1.0,1.0,0.0022502274337012585,0.002749360446391306,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
"Identify opportunities to reuse or recycle materials to minimize consumption of new materials, minimize waste, or to convert wastes to by-products.",identify opportunity to reuse or recycle material to minimize consumption of new material minimize waste or to convert waste to by product,0.0022149548540084,11-9199,Supply Chain Managers,19543.0,,,07/2011,Analyst,11,Management Occupations,1.0,1.0,0.001821612684424879,0.0022256727423168336,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.15467153846153847,0.0,0.0,3.31,,,76.19,,
"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.",document physical supply chain process such as workflow cycle time position responsibility or system flow,0.0099021511120376,11-9199,Supply Chain Managers,15691.0,Core,27.0,06/2010,Occupational Expert,11,Management Occupations,1.0,1.0,0.00814368023625244,0.009950066377416479,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.36254461538461535,0.0,0.0,3.39,,,85.71,,
Develop or implement procedures or systems to evaluate or select suppliers.,develop or implement procedure or system to evaluate or select supplier,0.0045602011700173,11-9199,Supply Chain Managers,15692.0,Core,27.0,06/2010,Occupational Expert,11,Management Occupations,1.0,1.0,0.003750379056168874,0.004582267410652311,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.036117692307692316,0.0,0.0,3.44,,,85.71,,
"Design or implement supply chains that support business strategies adapted to changing market conditions, new business opportunities, or cost reduction strategies.",design or implement supply chain that support business strategy adapt to change market condition new business opportunity or cost reduction strategy,0.0035178694740133,11-9199,Supply Chain Managers,15701.0,Core,27.0,06/2010,Occupational Expert,11,Management Occupations,1.0,1.0,0.0028931495576159506,0.0035348920025031648,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,0.2795784615384615,0.0,0.0,3.95,,,100.0,,
"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",prepare report or make presentation on internal investigation loss or violation of regulation policy and procedure,0.0042996182460163,11-9199,Security Managers,15770.0,Core,20.0,07/2013,Occupational Expert,11,Management Occupations,1.0,1.0,0.003536071681530643,0.004320423558615024,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
"Communicate security status, updates, and actual or potential problems, using established protocols.",communicate security status update and actual or potential problem use establish protocol,0.0297064533361128,11-9199,Security Managers,15775.0,Core,20.0,07/2013,Occupational Expert,11,Management Occupations,1.0,1.0,0.02443104070875732,0.02985019913224944,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
"Monitor and ensure a sound, ethical environment.",monitor and ensure a sound ethical environment,0.0105536084220401,11-9199,Security Managers,20341.0,Core,20.0,07/2013,Occupational Expert,11,Management Occupations,1.0,1.0,0.008679448672848016,0.010604676007509695,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
"Collect and analyze security data to determine security needs, security program goals, or program accomplishments.",collect and analyze security datum to determine security need security program goal or program accomplishment,0.0152441010540579,11-9199,Security Managers,15776.0,Core,20.0,07/2013,Occupational Expert,11,Management Occupations,1.0,1.0,0.012536981416336005,0.015317865344180647,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
"Write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",write or review security relate document such as incident report proposal and tactical or strategic initiative,0.0416932678401584,11-9199,Security Managers,15758.0,Core,20.0,07/2013,Occupational Expert,11,Management Occupations,1.0,1.0,0.034289179942115604,0.04189501632596421,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
Assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,Assess risk to mitigate potential consequence of incident and develop a plan to respond to incident,0.0677515602402574,11-9199,Security Managers,20344.0,Core,20.0,07/2013,Occupational Expert,11,Management Occupations,1.0,1.0,0.055719917405937854,0.06807940152969183,U.S.,630980.0,0.5,72.06,149890,0.4,33.11,48.08,65.65,86.15,109.42,68860,100010,136550,179190,227590,,,,,,,,,,,
