task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,imputed
"Perform statistical analyses, such as social network pattern analysis, network modeling, discrete event simulation, agent-based modeling, statistical natural language processing, computational sociology, mathematical optimization, or systems dynamics.",perform statistical analysis such as social network pattern analysis network modeling discrete event simulation agent base modeling statistical natural language processing computational sociology mathematical optimization or system dynamic,0.012638271814048,17-2112,Human Factors Engineers and Ergonomists,16382.0,Core,24.0,07/2012,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0103939076699537,0.0126994268238078,U.S.,350230.0,0.6,51.87,107900.0,0.3,33.66,39.38,48.63,61.29,75.55,70000.0,81910.0,101140.0,127480.0,157140.0,,,0.1746323076923077,0.0,0.0,3.4,,,75.0,,,False
"Design cognitive aids, such as procedural storyboards or decision support systems.",design cognitive aid such as procedural storyboard or decision support system,0.0027361207020103,17-2112,Human Factors Engineers and Ergonomists,16390.0,Core,24.0,07/2012,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0022502274337012,0.0027493604463913,U.S.,350230.0,0.6,51.87,107900.0,0.3,33.66,39.38,48.63,61.29,75.55,70000.0,81910.0,101140.0,127480.0,157140.0,,,0.1203846153846154,0.0,0.0,3.55,,,100.0,,,False
Analyze data to determine feasibility of product proposals.,analyze datum to determine feasibility of product proposal,0.0045602011700173,17-2121,Marine Engineers,7420.0,Core,85.0,12/2005,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0037503790561688,0.0045822674106523,U.S.,8440.0,5.2,56.1,116680.0,1.4,38.32,42.54,50.8,64.32,80.61,79700.0,88480.0,105670.0,133780.0,167660.0,,,0.135496923076923,0.0,0.0,3.1,,,91.3,,,False
"Act as liaisons between ships' captains and shore personnel to ensure that schedules and budgets are maintained, and that ships are operated safely and efficiently.",Act as liaison between ship captain and shore personnel to ensure that schedule and budget be maintain and that ship be operate safely and efficiently,0.0031269950880118,17-2121,Marine Engineers,7425.0,Supplemental,78.0,12/2005,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0025716884956586,0.0031421262244472,U.S.,8440.0,5.2,56.1,116680.0,1.4,38.32,42.54,50.8,64.32,80.61,79700.0,88480.0,105670.0,133780.0,167660.0,,,0.3725961538461538,0.0,0.0,3.75,,,69.57,,,False
Perform monitoring activities to ensure that ships comply with international regulations and standards for life saving equipment and pollution preventatives.,perform monitoring activity to ensure that ship comply with international regulation and standard for life save equipment and pollution preventative,0.0044299097080168,17-2121,Marine Engineers,7426.0,Supplemental,78.0,12/2005,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0036432253688497,0.0044513454846336,U.S.,8440.0,5.2,56.1,116680.0,1.4,38.32,42.54,50.8,64.32,80.61,79700.0,88480.0,105670.0,133780.0,167660.0,,,0.4608126923076923,0.0,0.0,4.11,,,78.26,,,False
Confer with research personnel to clarify or resolve problems and to develop or modify designs.,confer with research personnel to clarify or resolve problem and to develop or modify design,0.0089901108780341,17-2121,Marine Engineers,7423.0,Core,86.0,12/2005,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0073936044250186,0.0090336128952859,U.S.,8440.0,5.2,56.1,116680.0,1.4,38.32,42.54,50.8,64.32,80.61,79700.0,88480.0,105670.0,133780.0,167660.0,,,0.1204846153846153,0.0,0.0,3.33,,,91.3,,,False
"Prepare plans, estimates, design and construction schedules, and contract specifications, including any special provisions.",prepare plan estimate design and construction schedule and contract specification include any special provision,0.011074774270042,17-2121,Marine Engineers,7413.0,Core,78.0,12/2005,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0091080634221243,0.0111283637115841,U.S.,8440.0,5.2,56.1,116680.0,1.4,38.32,42.54,50.8,64.32,80.61,79700.0,88480.0,105670.0,133780.0,167660.0,,,0.5083407692307692,0.0,0.0,4.0,,,95.65,,,False
"Review new product plans and make recommendations for material selection based on design objectives, such as strength, weight, heat resistance, electrical conductivity, and cost.",review new product plan and make recommendation for material selection base on design objective such as strength weight heat resistance electrical conductivity and cost,0.0026058292400099,17-2131,Materials Engineers,9010.0,Core,39.0,07/2012,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0021430737463822,0.0026184385203727,U.S.,22770.0,2.4,55.95,116380.0,0.7,32.71,41.26,52.07,66.52,82.69,68040.0,85820.0,108310.0,138370.0,172000.0,,,0.9294384615384614,0.0,0.0,3.95,,,90.48,,,False
"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",read and interpret blueprint technical drawing schematic or computer generate report,0.0039087438600148,17-2141,Mechanical Engineers,1411.0,Core,108.0,07/2015,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,4.565960384615384,2.4202769461538463,7.755104176923077,4.3,3.9975,4.5927,100.0,,,False
Recommend design modifications to eliminate machine or system malfunctions.,recommend design modification to eliminate machine or system malfunction,0.0036481609360138,17-2141,Mechanical Engineers,1421.0,Core,108.0,07/2015,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.003000303244935,0.0036658139285218,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.8183615384615385,0.2525207307692307,2.709149823076923,3.75,3.4624,4.0368,82.5,46.8036,96.1939,False
"Study industrial processes to maximize the efficiency of equipment applications, including equipment placement.",study industrial process to maximize the efficiency of equipment application include equipment placement,0.0027361207020103,17-2141,Mechanical Engineers,20742.0,Supplemental,106.0,07/2015,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0022502274337012,0.0027493604463913,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.7758661538461539,0.2125058192307692,3.156745634615384,3.25,3.0022,3.502,65.37,46.2305,80.5576,False
"Research and analyze customer design proposals, specifications, manuals, or other data to evaluate the feasibility, cost, or maintenance requirements of designs or applications.",research and analyze customer design proposal specification manual or other datum to evaluate the feasibility cost or maintenance requirement of design or application,0.0078174877200297,17-2141,Mechanical Engineers,1413.0,Core,105.0,07/2015,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0064292212391466,0.0078553155611182,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,1.2704657692307693,0.4284493884615384,3.686077430769231,3.61,3.3625,3.8585,91.99,78.6884,97.2803,False
Provide technical customer service.,provide technical customer service,0.0067751560240257,17-2141,Mechanical Engineers,20741.0,Supplemental,105.0,07/2015,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0055719917405937,0.0068079401529691,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.9859411538461538,0.28382825,3.413295753846154,3.47,3.0894,3.8531,75.63,60.8674,86.0909,False
Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.,investigate equipment failure or difficulty to diagnose faulty operation and recommend remedial action,0.0029967036260113,17-2141,Mechanical Engineers,20734.0,Core,107.0,07/2015,Incumbent,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0024645348083394,0.0030112042984285,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,1.1799138461538463,0.3674484730769231,3.617465865384616,3.76,3.4826,4.037,73.42,51.3724,87.8432,False
Write technical reports or proposals related to engineering projects.,write technical report or proposal relate to engineering project,0.0058631157900222,17-2141,Fuel Cell Engineers,16398.0,Core,24.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0048219159293599,0.0058914866708386,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.4480923076923077,0.0,0.0,3.55,,,100.0,,,False
Develop or implement operating methods or procedures.,develop or implement operating method or procedure,0.0023452463160089,17-2141,Automotive Engineers,16424.0,Core,23.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.3582692307692308,0.0,0.0,3.7,,,95.24,,,False
"Write, review, or maintain engineering documentation.",write review or maintain engineering documentation,0.0768719625802921,17-2141,Automotive Engineers,16425.0,Core,23.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0632206755182756,0.0772439363509965,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.5473365384615384,0.0,0.0,3.62,,,100.0,,,False
"Research or implement green automotive technologies involving alternative fuels, electric or hybrid cars, or lighter or more fuel-efficient vehicles.",research or implement green automotive technology involve alternative fuel electric or hybrid car or light or more fuel efficient vehicle,0.0023452463160089,17-2141,Automotive Engineers,19638.0,Core,23.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.212371923076923,0.0,0.0,3.72,,,85.71,,,False
Prepare or present technical or project status reports.,prepare or present technical or project status report,0.01315943766205,17-2141,Automotive Engineers,16423.0,Core,23.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0108225224192302,0.0132231145278824,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.4507692307692307,0.0,0.0,3.8,,,95.24,,,False
"Develop calibration methodologies, test methodologies, or tools.",develop calibration methodology test methodology or tool,0.024755377780094,17-2141,Automotive Engineers,16432.0,Core,23.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.020359200590631,0.0248751659435411,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.2341715384615384,0.0,0.0,3.71,,,80.95,,,False
"Research computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.",research computerized automotive application such as telemetric intelligent transportation system artificial intelligence or automatic control,0.0019543719300074,17-2141,Automotive Engineers,19637.0,Supplemental,23.0,07/2014,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,U.S.,286760.0,1.0,52.92,110080.0,0.5,33.05,39.33,49.19,62.64,77.52,68740.0,81800.0,102320.0,130290.0,161240.0,,,0.2132265384615384,0.0,0.0,3.28,,,85.71,,,False
"Recommend preventive measures to be taken in the handling of nuclear technology, based on data obtained from operations monitoring or from evaluation of test results.",recommend preventive measure to be take in the handling of nuclear technology base on datum obtain from operation monitor or from evaluation of test result,0.0037784523980143,17-2161,Nuclear Engineers,5386.0,Core,22.0,06/2010,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0031074569322541,0.0037967358545404,U.S.,14740.0,3.7,64.89,134980.0,1.4,42.45,49.53,61.31,75.77,90.11,88290.0,103010.0,127520.0,157600.0,187430.0,,,0.26314,0.0,0.0,3.58,,,90.48,,,False
"Monitor nuclear facility operations to identify any design, construction, or operation practices that violate safety regulations and laws or that could jeopardize the safety of operations.",monitor nuclear facility operation to identify any design construction or operation practice that violate safety regulation and law or that could jeopardize the safety of operation,0.0022149548540084,17-2161,Nuclear Engineers,5380.0,Core,22.0,06/2010,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0018216126844248,0.0022256727423168,U.S.,14740.0,3.7,64.89,134980.0,1.4,42.45,49.53,61.31,75.77,90.11,88290.0,103010.0,127520.0,157600.0,187430.0,,,0.9527664015939016,,,3.7454054054054056,,,83.70801801801802,,,True
"Design and direct nuclear research projects to discover facts, to test or modify theoretical models, or to develop new theoretical models or new uses for current models.",design and direct nuclear research project to discover fact to test or modify theoretical model or to develop new theoretical model or new use for current model,0.0325728655001237,17-2161,Nuclear Engineers,5393.0,Core,22.0,06/2010,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0267884218297777,0.0327304815046594,U.S.,14740.0,3.7,64.89,134980.0,1.4,42.45,49.53,61.31,75.77,90.11,88290.0,103010.0,127520.0,157600.0,187430.0,,,0.270835,,,3.34,,,95.24000000000001,,,True
Keep abreast of developments and changes in the nuclear field by reading technical journals or by independent study and research.,keep abreast of development and change in the nuclear field by read technical journal or by independent study and research,0.0031269950880118,17-2161,Nuclear Engineers,5381.0,Core,22.0,06/2010,Occupational Expert,17.0,Architecture and Engineering Occupations,1.0,1.0,0.0025716884956586,0.0031421262244472,U.S.,14740.0,3.7,64.89,134980.0,1.4,42.45,49.53,61.31,75.77,90.11,88290.0,103010.0,127520.0,157600.0,187430.0,,,0.27853,0.0,0.0,3.1,,,100.0,,,False
