O*NET-SOC Code,Title,Task ID,Task,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21986,"Calculate design specifications or cost, material, and resource estimates, and prepare project schedules and budgets.",0.6029307692307693,0.0,0.0,3.61,,,94.96,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21987,Educate equipment operators on the proper use of equipment.,0.7222707692307693,0.0,0.0,3.61,,,96.88,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21988,Supervise the installation or operation of electronic equipment or systems.,0.6003157692307692,0.0,0.0,3.6,,,93.75,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21989,"Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",0.8044846153846155,0.0,0.0,3.59,,,92.21,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21990,"Modify electrical prototypes, parts, assemblies, or systems to correct functional deviations.",0.43774,0.0,0.0,3.45,,,70.15,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21991,"Integrate software or hardware components, using computer, microprocessor, or control architecture.",0.7770988461538462,0.0,0.0,3.43,,,74.19,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21992,Procure parts and maintain inventory and related documentation.,0.45719461538461537,0.0,0.0,3.42,,,67.71,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21993,Participate in training or continuing education activities to stay abreast of engineering or industry advances.,0.19569038461538463,0.0,0.0,3.4,,,100.0,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21994,"Research equipment or component needs, sources, competitive prices, delivery times, or ongoing operational costs.",0.3728857692307692,0.0,0.0,3.27,,,71.87,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21995,"Provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",0.2546480769230769,0.0,0.0,3.25,,,78.26,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21996,"Specify, coordinate, or conduct quality control or quality assurance programs or procedures.",0.6755538461538462,0.0,0.0,3.21,,,77.42,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21997,"Produce electronics drawings or other graphics representing industrial control, instrumentation, sensors, or analog or digital telecommunications networks, using computer-aided design (CAD) software.",0.10846153846153847,0.0,0.0,3.16,,,78.12,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21998,"Install or maintain electrical control systems, industrial automation systems, or electrical equipment, including control circuits, variable speed drives, or programmable logic controllers.",0.7047188461538462,0.0,0.0,4.15,,,63.23,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21999,"Design or modify engineering schematics for electrical transmission and distribution systems or for electrical installation in residential, commercial, or industrial buildings, using computer-aided design (CAD) software.",1.6485330769230768,0.0,0.0,3.98,,,62.52,,
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,22000,Interpret test information to resolve design-related problems.,0.7739388461538461,0.0,0.0,3.83,,,58.57,,
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10892,"Test performance of electromechanical assemblies, using test instruments such as oscilloscopes, electronic voltmeters, or bridges.",3.190723076923077,1.2763906576923076,6.21531991923077,4.29,3.9351,4.6405,97.95,91.114,99.5519
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10893,"Read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly.",2.391296923076923,1.2944216807692308,4.0090627730769235,4.23,3.9793,4.4787,93.9,74.0244,98.8109
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10894,"Install electrical or electronic parts and hardware in housings or assemblies, using soldering equipment and hand tools.",3.0868823076923078,1.1840457807692308,6.103574442307692,4.09,3.6426,4.5338,90.85,78.8522,96.3519
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10895,"Align, fit, or assemble component parts, using hand or power tools, fixtures, templates, or microscopes.",2.1405253846153847,1.0821803230769231,3.918101896153846,3.88,3.5437,4.2118,93.33,83.71,97.4437
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10896,Inspect parts for surface defects.,2.8550269230769234,1.5309928923076923,4.884655688461538,4.13,3.8527,4.4128,91.13,71.8421,97.639
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10898,"Verify part dimensions or clearances to ensure conformance to specifications, using precision measuring instruments.",1.385501923076923,0.6567140807692307,2.717358411538462,3.99,3.7196,4.2562,87.15,75.5659,93.6975
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10899,"Operate metalworking machines to fabricate housings, jigs, fittings, or fixtures.",0.32767153846153846,0.11700000384615385,0.8544428115384615,3.31,3.1255,3.4898,57.48,35.9746,76.4826
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10900,"Repair, rework, or calibrate hydraulic or pneumatic assemblies or systems to meet operational specifications or tolerances.",2.093531923076923,0.7948129461538461,4.567758742307692,3.94,3.5786,4.3082,63.38,42.0446,80.5071
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10901,"Train others to install, use, or maintain robots.",0.32921346153846154,0.053753115384615385,1.4890112884615383,3.56,3.0814,4.0311,28.66,18.9054,40.9136
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10902,"Develop, test, or program new robots.",1.422705,0.752210496153846,2.387826253846154,4.32,3.5342,5.0,37.35,15.7175,65.5862
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,19683,"Operate, test, or maintain robotic equipment used for green production applications, such as waste-to-energy conversion systems, minimization of material waste, or replacement of human operators in dangerous work environments.",0.6761061538461538,0.11674635,3.7247618038461536,3.75,3.4548,4.0529,27.89,14.794,46.2752
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,20743,Prepare written documentation of electromechanical test results.,2.6323,1.1727079923076922,5.105519842307692,4.19,3.6305,4.7559,58.49,31.7989,80.9856
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22005,"Analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",1.0073784615384616,0.3339913923076923,2.6507277538461542,3.5,2.7088,4.2946,66.43,48.9839,80.3148
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22007,Conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.,0.18965692307692308,0.0581442,0.4980672423076923,3.43,2.7993,4.0553,35.42,14.4764,63.9884
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22009,Determine whether selected electromechanical components comply with environmental standards and regulations.,0.3702753846153846,0.07083146153846154,1.917219053846154,3.69,3.1742,4.2098,55.29,39.487,70.0921
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22010,Develop or implement programs related to the environmental impact of engineering activities.,0.3420738461538462,0.06350696923076923,0.9088625461538461,3.62,3.0232,4.2215,25.38,11.2883,47.6187
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22011,"Establish and maintain inventory, records, or documentation systems.",0.4465619230769231,0.20548505000000003,1.1984742346153847,3.54,3.2182,3.8686,73.57,48.4283,89.1952
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22012,"Fabricate or assemble mechanical, electrical, or electronic components or assemblies.",1.8255784615384618,0.4194653076923077,5.552906849999999,3.9,3.3989,4.3962,74.05,55.4562,86.7414
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22013,"Identify energy-conserving production or fabrication methods, such as by bending metal rather than cutting and welding or casting metal.",0.3870073076923077,0.06433236153846154,1.7102691807692307,3.12,2.7866,3.4592,42.97,25.3308,62.5999
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22014,Install or program computer hardware or machine or instrumentation software in microprocessor-based systems.,1.6399519230769233,0.5179794192307692,4.4683843076923075,4.28,3.9302,4.6269,81.28,59.5185,92.7628
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22015,"Modify, maintain, or repair electrical, electronic, or mechanical components, equipment, or systems to ensure proper functioning.",2.269376153846154,0.6464221307692307,5.898307823076923,4.22,3.8914,4.5556,85.12,62.7669,95.1009
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22016,"Produce electrical, electronic, or mechanical drawings or other related documents or graphics necessary for electromechanical design, using computer-aided design (CAD) software.",0.41884307692307693,0.10798931538461538,1.6593432692307695,3.74,3.3502,4.1327,68.52,47.9876,83.7055
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22017,"Select and use laboratory, operational, or diagnostic techniques or test equipment to assess electromechanical circuits, equipment, processes, systems, or subsystems.",0.5813465384615384,0.18315725,1.8319950653846153,3.79,3.5371,4.0493,66.27,50.6122,79.0273
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22018,"Select electromechanical equipment, materials, components, or systems to meet functional specifications.",0.66654,0.19217198846153846,2.4776289615384615,3.63,3.1383,4.1221,76.05,53.1286,89.8966
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22019,"Specify, coordinate, or conduct quality-control or quality-assurance programs and procedures.",0.5926946153846153,0.14381561923076924,1.8116317692307693,3.41,2.5723,4.2538,58.8,38.8896,76.1997
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22021,"Translate electromechanical drawings into design specifications, applying principles of engineering, thermal or fluid sciences, mathematics, or statistics.",0.27471961538461537,0.12056121153846154,0.5449348076923077,3.24,2.45,4.023,53.71,38.4422,68.3175
17-3024.01,Robotics Technicians,16576,"Train customers or other personnel to install, use, or maintain robots.",0.1,0.0,0.0,3.62,,,72.73,,
17-3024.01,Robotics Technicians,16577,"Program complex robotic systems, such as vision systems.",0.051743076923076926,0.0,0.0,3.82,,,50.0,,
17-3024.01,Robotics Technicians,16579,Maintain service records of robotic equipment or automated production systems.,0.7938607692307692,0.0,0.0,4.15,,,95.45,,
17-3024.01,Robotics Technicians,16580,"Fabricate housings, jigs, fittings, or fixtures, using metalworking machines.",0.2976630769230769,0.0,0.0,3.55,,,54.55,,
17-3024.01,Robotics Technicians,16581,Document robotics test procedures and results.,0.2791830769230769,0.0,0.0,3.53,,,77.27,,
17-3024.01,Robotics Technicians,16582,Develop three-dimensional simulations of automation systems.,0.13605769230769232,0.0,0.0,3.0,,,36.36,,
