task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,feedback_loop,directive,task_iteration,validation,learning,filtered
"Compose images of products, using video or still cameras, lighting equipment, props, or photo or video editing software.",compose images of products using video or still cameras lighting equipment props or photo or video editing software,13-1199.06,Online Merchants,online merchants,Core,74.0,Incumbent,1.0,0.0258401688655035,0.0334626875348351,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,2.4374534615384613,4.2,72.89,False,2.4374534615384613,4.2,72.89,False,0.0,0.553125,0.35625,0.0,0.0,0.090625
"Implement security practices to preserve assets, minimize liabilities, or ensure customer privacy, using parallel servers, hardware redundancy, fail-safe technology, information encryption, or firewalls.",implement security practices to preserve assets minimize liabilities or ensure customer privacy using parallel servers hardware redundancy failsafe technology information encryption or firewalls,13-1199.06,Online Merchants,online merchants,Supplemental,74.0,Incumbent,1.0,0.0346419763853157,0.0448609154763884,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,0.7899638461538461,3.49,61.45,False,0.7899638461538461,3.49,61.45,False,0.2284382284382284,0.1188811188811188,0.1678321678321678,0.0,0.4428904428904429,0.0419580419580419
"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",investigate products or markets to determine areas for opportunity or viability for merchandising specific products using online or offline sources,13-1199.06,Online Merchants,online merchants,Core,73.0,Incumbent,1.0,0.0044412790237583,0.0057513994200497,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.8613992307692309,3.81,80.72,False,1.8613992307692309,3.81,80.72,False,0.0,0.4363636363636363,0.3818181818181818,0.0,0.0,0.1818181818181818
"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",calculate revenue sales and expenses using financial accounting or spreadsheet software,13-1199.06,Online Merchants,online merchants,Core,74.0,Incumbent,1.0,0.0012112579155704,0.0015685634781953,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.121828076923077,4.17,73.7,False,1.121828076923077,4.17,73.7,False,0.0,0.0,0.0,0.0,0.0,1.0
"Create or distribute offline promotional material, such as brochures, pamphlets, business cards, stationary, or signage.",create or distribute offline promotional material such as brochures pamphlets business cards stationary or signage,13-1199.06,Online Merchants,online merchants,Supplemental,73.0,Incumbent,1.0,0.0012920084432751,0.0016731343767417,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.7363903846153848,3.13,57.23,False,1.7363903846153848,3.13,57.23,False,0.0,0.0,0.0,0.0,0.0,1.0
Measure and analyze Web site usage data to maximize search engine returns or refine customer interfaces.,measure and analyze web site usage data to maximize search engine returns or refine customer interfaces,13-1199.06,Online Merchants,online merchants,Core,72.0,Incumbent,1.0,0.0016150105540939,0.0020914179709271,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,0.558303076923077,3.6,69.81,False,0.558303076923077,3.6,69.81,False,0.0,0.0,0.0,0.0,0.0,1.0
"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",promote products in online communities through weblog or discussionforum postings email marketing programs or online advertising,13-1199.06,Online Merchants,online merchants,Core,75.0,Incumbent,1.0,0.0023417653034361,0.0030325560578443,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.690563846153846,3.85,83.78,False,1.690563846153846,3.85,83.78,False,0.0,0.0,0.5172413793103449,0.0,0.0,0.4827586206896552
"Develop or revise business plans for online business, emphasizing factors such as product line, pricing, inventory, or marketing strategy.",develop or revise business plans for online business emphasizing factors such as product line pricing inventory or marketing strategy,13-1199.06,Online Merchants,online merchants,Core,73.0,Incumbent,1.0,0.0067830443271946,0.0087839554778941,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,0.4900938461538461,3.59,78.32,False,0.4900938461538461,3.59,78.32,False,0.0,0.3809523809523809,0.5119047619047619,0.0,0.0,0.1071428571428571
Purchase new or used items from online or physical sources for resale via retail or auction Web site.,purchase new or used items from online or physical sources for resale via retail or auction web site,13-1199.06,Online Merchants,online merchants,Core,75.0,Incumbent,1.0,0.0012920084432751,0.0016731343767417,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.2161357692307693,4.37,75.39,False,1.2161357692307693,4.37,75.39,False,0.0,0.0,0.0,0.0,0.0,1.0
Determine location for product listings to maximize exposure to online traffic.,determine location for product listings to maximize exposure to online traffic,13-1199.06,Online Merchants,online merchants,Core,73.0,Incumbent,1.0,0.0016957610817986,0.0021959888694735,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.2554842307692309,3.87,73.28,False,1.2554842307692309,3.87,73.28,False,0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857
"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",correspond with online customers via electronic mail telephone or other electronic messaging to address questions or complaints about products policies or shipping methods,13-1199.06,Online Merchants,online merchants,Core,74.0,Incumbent,1.0,0.001857262137208,0.0024051306665662,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,4.529466923076923,4.38,90.3,False,4.529466923076923,4.38,90.3,False,0.0,0.0,0.0,0.0,0.0,1.0
"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",prepare or organize online storefront marketing material including product descriptions or subject lines optimizing content to search engine criteria,13-1199.06,Online Merchants,online merchants,Core,72.0,Incumbent,1.0,0.0055717864116242,0.0072153919996988,Business and Financial Operations Occupations,1.0,39.07,81270.0,38.36,79790.0,282050.0,9280.0,32.77,68170.0,44.56720000000001,92711.2,30.08,62570.0,40.9088,85095.20000000001,293117.0,2199.0,0.1829267739032857,0.4437049362174154,0.2125627988379124,0.1167625085620529,1.763157692307692,4.08,84.77,False,1.763157692307692,4.08,84.77,False,0.0,0.4202898550724637,0.4927536231884058,0.0,0.0,0.0869565217391304
Provide internal and external auditing services for businesses or individuals.,provide internal and external auditing services for businesses or individuals,13-2011.01,Accountants,accountants,Supplemental,192.0,Incumbent,1.0,0.0017765116095033,0.0023005597680198,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.6206980769230769,4.1,79.7725,True,0.8099892307692307,3.74,35.22,False,0.0,0.0,0.0,0.0,0.0,1.0
"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",analyze business operations trends costs revenues financial commitments and obligations to project future revenues and expenses or to provide advice,13-2011.01,Accountants,accountants,Supplemental,192.0,Incumbent,1.0,0.0518418387864165,0.0671345168667631,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.6442915384615384,4.03,71.47,False,0.3113742307692307,3.7,66.0,False,0.0638629283489096,0.2803738317757009,0.3457943925233644,0.0467289719626168,0.2507788161993769,0.0124610591900311
"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",prepare examine or analyze accounting records financial statements or other financial reports to assess accuracy completeness and conformance to reporting and procedural standards,13-2011.01,Accountants,accountants,Core,190.0,Incumbent,1.0,0.0016957610817986,0.0021959888694735,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.423906923076923,4.24,96.39,False,1.74923,4.39,99.09,False,0.0,0.0,0.0,0.0,0.0,1.0
"Develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",develop maintain and analyze budgets preparing periodic reports that compare budgeted costs to actual costs,13-2011.01,Accountants,accountants,Supplemental,192.0,Incumbent,1.0,0.0063792916886711,0.0082611009851623,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.6206980769230769,4.1,79.7725,True,0.2904299999999999,3.74,53.22,False,0.0,0.3670886075949367,0.3291139240506329,0.0,0.0,0.3037974683544304
Establish tables of accounts and assign entries to proper accounts.,establish tables of accounts and assign entries to proper accounts,13-2011.01,Accountants,accountants,Core,192.0,Incumbent,1.0,0.0020995137203221,0.0027188433622053,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.5898153846153846,4.14,71.41,False,0.7321903846153847,3.84,75.45,False,0.0,0.0,0.0,0.0,0.0,1.0
Prepare forms and manuals for accounting and bookkeeping personnel and direct their work activities.,prepare forms and manuals for accounting and bookkeeping personnel and direct their work activities,13-2011.01,Accountants,accountants,Supplemental,192.0,Incumbent,1.0,0.0019380126649126,0.0025097015651125,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.6206980769230769,4.1,79.7725,True,0.5276819230769231,3.43,49.55,False,0.0,0.0,0.0,0.0,0.0,1.0
"Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",develop implement modify and document recordkeeping and accounting systems making use of current computer technology,13-2011.01,Accountants,accountants,Core,192.0,Incumbent,1.0,0.1054601891823364,0.1365695935015463,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,514991.0,11763.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,872543.0,7496.0,0.3340033406106258,0.5624246944747261,0.6327513661317106,0.3980226303688718,0.8247784615384616,3.99,79.82,False,1.1295430769230768,3.82,86.59,False,0.0957120980091883,0.341500765696784,0.3215926493108729,0.0283307810107197,0.1837672281776416,0.0290964777947932
Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,examine records and interview workers to ensure recording of transactions and compliance with laws and regulations,13-2011.02,Auditors,auditors,Core,24.0,Occupational Expert,1.0,0.0016150105540939,0.0020914179709271,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,209154.0,4777.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,354367.0,3044.0,0.1356492340683135,0.228402853481745,0.2569801183001821,0.161630321083624,0.7312799999999999,4.24,100.0,False,1.1021834615384614,4.26,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
"Produce up-to-the-minute information, using internal computer systems, to allow management to base decisions on actual, not historical, data.",produce uptotheminute information using internal computer systems to allow management to base decisions on actual not historical data,13-2011.02,Auditors,auditors,Supplemental,24.0,Occupational Expert,1.0,0.0283434352243491,0.0367043853897723,Business and Financial Operations Occupations,1.0,39.27,81680.0,36.11,75100.0,209154.0,4777.0,32.3,67190.0,43.928,91378.4,30.22,62860.0,41.0992,85489.6,354367.0,3044.0,0.1356492340683135,0.228402853481745,0.2569801183001821,0.161630321083624,0.3741960256410256,4.373333333333334,98.33333333333331,True,0.0723703846153846,2.82,45.83,False,0.0,0.3646723646723647,0.2849002849002849,0.0,0.2706552706552707,0.0797720797720797
