task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Compile, administer, and grade examinations, or assign this work to others.","Forestry and Conservation Science Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",forestry and conservation science teachers postsecondary,Core,111.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,3.0,48.47596153846154,100830.0,48.47596153846154,100830.0,1310.0,14.0,42.4375,88270.0,57.715,120047.2,42.4375,88270.0,57.715,120047.2,1660.0,16.0,0.0008496155781361,0.0006693824468797,0.0012038000050182,0.0008495680477457,0.4148973076923077,4.22,100.0,False,0.531556923076923,4.4,100.0,False
"Compile, administer, and grade examinations, or assign this work to others.","Geography Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1064.00,"Geography Teachers, Postsecondary",geography teachers postsecondary,Core,57.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,8.0,41.69711538461539,86730.0,39.39423076923077,81940.0,3290.0,70.0,36.25,75400.0,49.3,102544.0,35.09615384615385,73000.0,47.73076923076923,99280.0,4350.0,40.0,0.0021337673679908,0.0033469122343986,0.0031545361577285,0.0021239201193643,0.6094042307692308,4.34,100.0,False,0.4269842307692307,4.19,100.0,False
"Compile, administer, and grade examinations, or assign this work to others.","Health Specialties Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1071.00,"Health Specialties Teachers, Postsecondary",health specialties teachers postsecondary,Core,59.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,2.0,50.77884615384615,105620.0,65.39903846153847,136030.0,229720.0,3260.0,43.67307692307692,90840.0,59.39538461538461,123542.4,60.5625,125970.0,82.36500000000001,171319.2,178900.0,2480.0,0.1489875500835412,0.1558704840591351,0.1297348318661235,0.1316830474005872,0.3796280769230769,4.16,89.09,False,0.55938,4.21,96.96,False
"Compile, administer, and grade examinations, or assign this work to others.","History Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1125.00,"History Teachers, Postsecondary",history teachers postsecondary,Core,88.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,6.0,39.18269230769231,81500.0,37.55288461538461,78110.0,19860.0,160.0,33.36538461538461,69400.0,45.37692307692308,94384.0,37.85576923076923,78740.0,51.48384615384616,107086.4,23680.0,240.0,0.0128804315891482,0.0076500851071968,0.0171722795896579,0.0127435207161858,0.36759,4.42,95.91,False,0.4271703846153846,4.6,100.0,False
"Compile, administer, and grade examinations, or assign this work to others.","Law Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1112.00,"Law Teachers, Postsecondary",law teachers postsecondary,Core,59.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,3.0,60.88942307692308,126650.0,66.35576923076923,138020.0,22800.0,100.0,50.60096153846154,105250.0,68.8173076923077,143140.0,69.15865384615384,143850.0,94.05576923076924,195636.0,16430.0,180.0,0.0147872024286293,0.004781303191998,0.011914719326777,0.0095576405371393,0.3398092307692308,4.4,93.56,False,0.1419226923076923,4.39,98.96,False
"Compile, administer, and grade examinations, or assign this work to others.","Library Science Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1082.00,"Library Science Teachers, Postsecondary",library science teachers postsecondary,Core,98.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,2.0,37.80288461538461,78630.0,38.40384615384615,79880.0,4100.0,70.0,32.52884615384615,67660.0,44.23923076923077,92017.6,27.16826923076923,56510.0,36.94884615384616,76853.6,4910.0,40.0,0.0026591021911131,0.0033469122343986,0.0035606373642407,0.0021239201193643,0.3603615384615384,4.23,72.91,False,0.2327542307692308,3.9,80.6,False
"Compile, administer, and grade examinations, or assign this work to others.","Mathematical Science Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,1.0049434615384616,4.57,96.51,False,0.88622,4.62,100.0,False
"Compile, administer, and grade examinations, or assign this work to others.","Nursing Instructors and Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",nursing instructors and teachers postsecondary,Core,67.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,2.0,38.43269230769231,79940.0,36.24038461538461,75380.0,74250.0,740.0,32.44230769230769,67480.0,44.121538461538464,91772.8,33.75,70200.0,45.900000000000006,95472.0,57390.0,530.0,0.0481556921195496,0.0353816436207852,0.0416181218602394,0.0281419415815771,0.7094611538461538,4.53,96.48,False,0.5017211538461539,4.12,90.66,False
"Compile, administer, and grade examinations, or assign this work to others.","Philosophy and Religion Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",philosophy and religion teachers postsecondary,Core,92.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,6.0,37.52403846153846,78050.0,41.94230769230769,87240.0,20840.0,70.0,31.91346153846154,66380.0,43.402307692307694,90276.8,37.94711538461539,78930.0,51.60807692307693,107344.8,23820.0,140.0,0.0135160218689752,0.0033469122343986,0.0172738048912859,0.007433720417775,0.7473007692307693,4.53,97.22,False,0.7306411538461539,4.33,99.74,False
"Compile, administer, and grade examinations, or assign this work to others.","Physics Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1054.00,"Physics Teachers, Postsecondary",physics teachers postsecondary,Core,48.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,4.0,46.80769230769231,97360.0,38.97115384615385,81060.0,13590.0,150.0,39.82692307692308,82840.0,54.1646153846154,112662.4,40.31730769230769,83860.0,54.831538461538464,114049.6,14310.0,190.0,0.0088139509212751,0.007171954787997,0.010377336187838,0.0100886205669804,0.3939307692307692,4.39,100.0,False,0.3298196153846153,4.27,100.0,False
"Compile, administer, and grade examinations, or assign this work to others.","Political Science Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1065.00,"Political Science Teachers, Postsecondary",political science teachers postsecondary,Core,64.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,8.0,45.51923076923077,94680.0,34.04807692307692,70820.0,17170.0,100.0,36.71634615384615,76370.0,49.93423076923077,103863.2,37.55288461538461,78110.0,51.07192307692308,106229.6,17460.0,170.0,0.0111358011271739,0.004781303191998,0.012661655474469,0.0090266605072983,0.3283069230769231,4.36,100.0,False,0.3283069230769231,4.58,97.5,False
"Compile, administer, and grade examinations, or assign this work to others.","Psychology Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1066.00,"Psychology Teachers, Postsecondary",psychology teachers postsecondary,Core,83.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,8.0,38.62019230769231,80330.0,39.12019230769231,81370.0,41610.0,250.0,33.77884615384615,70260.0,45.939230769230775,95553.6,36.97115384615385,76900.0,50.28076923076924,104584.0,38380.0,490.0,0.0269866444322486,0.011953257979995,0.0278324362606026,0.0260180214622128,0.5013807692307692,4.21,95.72,False,0.977281923076923,4.3,97.96,False
"Compile, administer, and grade examinations, or assign this work to others.","Recreation and Fitness Studies Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",recreation and fitness studies teachers postsecondary,Core,103.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,5.0,36.48557692307692,75890.0,26.8125,55770.0,12680.0,190.0,28.5,59280.0,38.760000000000005,80620.8,29.51923076923077,61400.0,40.14615384615385,83504.0,17980.0,460.0,0.00822375994715,0.0090844760647962,0.0130387494519446,0.0244250813726895,0.5030042307692307,4.19,93.39,False,0.5586434615384616,4.4,90.0,False
"Compile, administer, and grade examinations, or assign this work to others.","Social Work Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1113.00,"Social Work Teachers, Postsecondary",social work teachers postsecondary,Core,65.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,3.0,36.63942307692308,76210.0,30.83653846153846,64140.0,13350.0,150.0,30.47596153846154,63390.0,41.447307692307696,86210.40000000001,34.3125,71370.0,46.665000000000006,97063.2,11740.0,140.0,0.0086582961588685,0.007171954787997,0.0085136217222375,0.007433720417775,0.7757542307692308,4.44,95.47,False,0.3244515384615384,4.06,95.88,False
"Compile, administer, and grade examinations, or assign this work to others.","Sociology Teachers, Postsecondary",86,1.42,1.0,5,1,1.0,2.0,compile administer and grade examinations or assign this work to others,25-1067.00,"Sociology Teachers, Postsecondary",sociology teachers postsecondary,Core,76.0,Incumbent,34.0,0.0582860291153606,0.0021101533958298,Educational Instruction and Library Occupations,8.0,39.68269230769231,82540.0,41.73557692307692,86810.0,12380.0,80.0,33.28365384615385,69230.0,45.26576923076924,94152.8,32.25961538461539,67100.0,43.87307692307693,91256.0,16160.0,90.0,0.0080291914941417,0.0038250425535984,0.01171892053078,0.0047788202685696,0.5250765384615385,4.4,100.0,False,0.4812557692307692,4.48,100.0,False
"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Career/Technical Education Teachers, Middle School",86,1.42,1.0,5,1,1.0,2.0,prepare administer and grade tests and assignments to evaluate students progress,25-2023.00,"Career/Technical Education Teachers, Middle School",careertechnical education teachers middle school,Core,112.0,Incumbent,7.0,0.0245694757767304,0.004320423558615,Educational Instruction and Library Occupations,3.0,30.58653846153846,63620.0,34.57211538461539,71910.0,14200.0,170.0,26.533653846153847,55190.0,36.08576923076924,75058.40000000001,22.3125,46410.0,30.345,63117.600000000006,13090.0,90.0,0.0092095734423919,0.0081282154263966,0.0094926157022222,0.0047788202685696,0.5745484615384615,4.24,100.0,False,1.7009999999999998,4.21,100.0,False
"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Career/Technical Education Teachers, Secondary School",86,1.42,1.0,5,1,1.0,2.0,prepare administer and grade tests and assignments to evaluate students progress,25-2032.00,"Career/Technical Education Teachers, Secondary School",careertechnical education teachers secondary school,Core,131.0,Incumbent,7.0,0.0245694757767304,0.004320423558615,Educational Instruction and Library Occupations,2.0,30.72596153846154,63910.0,31.365384615384617,65240.0,104450.0,870.0,26.985576923076923,56130.0,36.70038461538462,76336.8,20.88942307692308,43450.0,28.409615384615385,59092.00000000001,77430.0,330.0,0.0677422497223832,0.0415973377703826,0.0561507436075681,0.0175223409847555,1.2807846153846154,4.16,100.0,False,1.618368846153846,4.39,98.4,False
"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Elementary School Teachers, Except Special Education",86,1.42,1.0,5,1,1.0,2.0,prepare administer and grade tests and assignments to evaluate students progress,25-2021.00,"Elementary School Teachers, Except Special Education",elementary school teachers except special education,Core,121.0,Incumbent,7.0,0.0245694757767304,0.004320423558615,Educational Instruction and Library Occupations,3.0,29.971153846153847,62340.0,29.66826923076923,61710.0,1393310.0,15800.0,26.38942307692308,54890.0,35.88961538461539,74650.40000000001,24.947115384615383,51890.0,33.92807692307692,70570.40000000001,1381430.0,15930.0,0.9036472375365612,0.7554459043356857,1.001786410200218,0.8458511875368369,1.1508080769230769,4.3,100.0,False,1.579755769230769,4.21,99.42,False
"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Middle School Teachers, Except Special and Career/Technical Education",86,1.42,1.0,5,1,1.0,2.0,prepare administer and grade tests and assignments to evaluate students progress,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",middle school teachers except special and careertechnical education,Core,110.0,Incumbent,7.0,0.0245694757767304,0.004320423558615,Educational Instruction and Library Occupations,3.0,30.27403846153846,62970.0,36.29326923076923,75490.0,620370.0,5320.0,26.85576923076923,55860.0,36.52384615384616,75969.6,25.682692307692307,53420.0,34.92846153846154,72651.20000000001,632760.0,4990.0,0.4023481039758247,0.2543653298142941,0.4588653561297278,0.2649590348906978,3.0239719230769238,4.4,93.92,False,1.953603846153846,4.39,100.0,False
"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Secondary School Teachers, Except Special and Career/Technical Education",86,1.42,1.0,5,1,1.0,2.0,prepare administer and grade tests and assignments to evaluate students progress,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",secondary school teachers except special and careertechnical education,Core,135.0,Incumbent,7.0,0.0245694757767304,0.004320423558615,Educational Instruction and Library Occupations,2.0,31.048076923076923,64580.0,35.71153846153846,74280.0,1072540.0,11340.0,27.5,57200.0,37.400000000000006,77792.0,26.77403846153846,55690.0,36.41269230769231,75738.40000000001,962820.0,7520.0,0.6956081619650065,0.5421997819725745,0.6982185065251036,0.3992969824404904,1.9114115384615384,4.21,98.26,False,0.9873603846153848,3.98,98.14,False
"Prepare, administer, and grade tests and assignments to evaluate students' progress.","Special Education Teachers, Middle School",86,1.42,1.0,5,1,1.0,2.0,prepare administer and grade tests and assignments to evaluate students progress,25-2053.00,"Special Education Teachers, Middle School",special education teachers middle school,Core,99.0,Incumbent,7.0,0.0245694757767304,0.004320423558615,Educational Instruction and Library Occupations,5.0,31.192307692307693,64880.0,35.40384615384615,73640.0,95330.0,800.0,27.53846153846154,57280.0,37.4523076923077,77900.8,18.427884615384617,38330.0,25.06192307692308,52128.8,91050.0,570.0,0.0618273687509315,0.038250425535984,0.0660277050945251,0.0302658617009414,2.37351,4.23,98.67,False,1.0258707692307694,4.27,97.27,False
