task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Keep informed regarding pending industry changes, trends, and best practices and assess the potential impact of these changes on organizational processes.",keep informed regarding pending industry changes trends and best practices and assess the potential impact of these changes on organizational processes,11-9199.02,Compliance Managers,compliance managers,Core,57.0,Incumbent,1.0,0.01138066626887511,0.014008646083994217,Management Occupations,1.0,65.65,136550.0,65.65,136550.0,29601.0,314.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,13612.0,86.0,0.019198069258327108,0.015013292022873754,0.009871160041149655,0.004566428256633268,1.0719550641025641,4.0183333333333335,80.79,True,0.8179611538461539,4.19,98.64,False
Develop or implement fund investment policies or strategies.,develop or implement fund investment policies or strategies,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.007126211588921778,0.00877176904324869,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,2.7666380769230763,4.47,91.91,False,2.7666380769230763,4.47,91.91,False
Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.0035099251109614706,0.004320423558615024,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,0.397975,3.72,70.97,False,0.397975,3.72,70.97,False
Identify group or individual target investors for a specific fund.,identify group or individual target investors for a specific fund,11-9199.03,Investment Fund Managers,investment fund managers,Supplemental,81.0,Incumbent,1.0,0.0020208659729778287,0.0024875165943541197,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,1.7422034615384616,3.54,55.71,False,1.7422034615384616,3.54,55.71,False
"Present investment information, such as product risks, fees, or fund performance statistics.",present investment information such as product risks fees or fund performance statistics,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.05966872688634548,0.073447200496456,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,1.4295296153846153,4.23,92.21,False,1.4295296153846153,4.23,92.21,False
"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",perform or evaluate research such as detailed company or industry analyses to inform financial forecasting decision making or valuation,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.014784230012837825,0.018198147716590698,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,3.3462169230769234,4.38,89.62,False,3.3462169230769234,4.38,89.62,False
Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.019145046059789995,0.02356594668335487,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,2.8216319230769233,4.56,98.06,False,2.8216319230769233,4.56,98.06,False
"Develop, implement, or monitor security valuation policies.",develop implement or monitor security valuation policies,11-9199.03,Investment Fund Managers,investment fund managers,Core,80.0,Incumbent,1.0,0.0015954205049824792,0.001963828890279547,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,1.9701173076923078,4.22,88.32,False,1.9701173076923078,4.22,88.32,False
Develop or direct development of offering documents or marketing materials.,develop or direct development of offering documents or marketing materials,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.005318068349941626,0.006546096300931858,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,0.6009919230769231,3.57,72.35,False,0.6009919230769231,3.57,72.35,False
Select specific investments or investment mixes for purchase by an investment fund.,select specific investments or investment mixes for purchase by an investment fund,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.00393537057895682,0.0048441112626895965,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,3.582736923076923,4.61,86.1,False,3.582736923076923,4.61,86.1,False
Select or direct the execution of trades.,select or direct the execution of trades,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.005211706982942787,0.006415174374913213,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,3.8441815384615383,4.48,74.46,False,3.8441815384615383,4.48,74.46,False
"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",evaluate the potential of new product developments or market opportunities according to factors such as business plans technologies or market potential,11-9199.03,Investment Fund Managers,investment fund managers,Core,81.0,Incumbent,1.0,0.007445295689918292,0.009164534821304622,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,139974.0,1482.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,64367.0,407.0,0.09078174880460385,0.07085891330541053,0.04667770778494562,0.021610887214531863,1.4383642307692308,3.79,85.23,False,1.4383642307692308,3.79,85.23,False
"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.",document physical supply chain processes such as workflows cycle times position responsibilities or system flows,11-9199.04,Supply Chain Managers,supply chain managers,Core,27.0,Occupational Expert,1.0,0.008083463891911315,0.009950066377416479,Management Occupations,1.0,49.05,102010.0,47.11,97980.0,20193.0,214.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,9286.0,59.0,0.013096402571987409,0.010231988830875744,0.006734028220843058,0.0031327821760623585,0.36254461538461535,3.39,85.71,False,0.03092,3.31,96.3,False
Monitor supplier performance to assess ability to meet quality and delivery requirements.,monitor supplier performance to assess ability to meet quality and delivery requirements,11-9199.04,Supply Chain Managers,supply chain managers,Core,27.0,Occupational Expert,1.0,0.002233588706975422,0.002749360446391306,Management Occupations,1.0,49.05,102010.0,47.11,97980.0,20193.0,214.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,9286.0,59.0,0.013096402571987409,0.010231988830875744,0.006734028220843058,0.0031327821760623585,0.2082280769230769,3.5225,86.9025,True,0.2733696153846154,3.81,96.3,False
"Identify opportunities to reuse or recycle materials to minimize consumption of new materials, minimize waste, or to convert wastes to by-products.",identify opportunities to reuse or recycle materials to minimize consumption of new materials minimize waste or to convert wastes to byproducts,11-9199.04,Supply Chain Managers,supply chain managers,Core,27.0,Analyst,1.0,0.001808143238980154,0.0022256727423168336,Management Occupations,1.0,49.05,102010.0,47.11,97980.0,20193.0,214.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,9286.0,59.0,0.013096402571987409,0.010231988830875744,0.006734028220843058,0.0031327821760623585,0.15467153846153847,3.31,76.19,False,0.10578663461538462,3.6025,96.2975,True
"Design or implement supply chains that support business strategies adapted to changing market conditions, new business opportunities, or cost reduction strategies.",design or implement supply chains that support business strategies adapted to changing market conditions new business opportunities or cost reduction strategies,11-9199.04,Supply Chain Managers,supply chain managers,Core,27.0,Occupational Expert,1.0,0.002871756908968446,0.0035348920025031648,Management Occupations,1.0,49.05,102010.0,47.11,97980.0,20193.0,214.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,9286.0,59.0,0.013096402571987409,0.010231988830875744,0.006734028220843058,0.0031327821760623585,0.2795784615384615,3.95,100.0,False,0.10408769230769231,3.93,100.0,False
Develop or implement procedures or systems to evaluate or select suppliers.,develop or implement procedures or systems to evaluate or select suppliers,11-9199.04,Supply Chain Managers,supply chain managers,Core,27.0,Occupational Expert,1.0,0.003722647844959146,0.004582267410652311,Management Occupations,1.0,49.05,102010.0,47.11,97980.0,20193.0,214.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,9286.0,59.0,0.013096402571987409,0.010231988830875744,0.006734028220843058,0.0031327821760623585,0.036117692307692316,3.44,85.71,False,0.01476923076923077,3.36,92.59,False
"Collect and analyze security data to determine security needs, security program goals, or program accomplishments.",collect and analyze security data to determine security needs security program goals or program accomplishments,11-9199.07,Security Managers,security managers,Core,20.0,Occupational Expert,1.0,0.012444279938863484,0.015317865344180647,Management Occupations,1.0,57.99,120620.0,51.665000000000006,107465.0,458473.0,4856.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,210828.0,1333.0,0.29734794118688573,0.2321800830034234,0.15288840208312515,0.07077963797781565,0.8774502662721894,3.930890688259109,84.69781376518219,True,0.1776923076923077,3.55,100.0,False
"Analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",analyze and evaluate security operations to identify risks or opportunities for improvement through auditing review or assessment,11-9199.07,Security Managers,security managers,Core,20.0,Occupational Expert,1.0,0.11412574678974818,0.1404792266179988,Management Occupations,1.0,57.99,120620.0,51.665000000000006,107465.0,458473.0,4856.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,210828.0,1333.0,0.29734794118688573,0.2321800830034234,0.15288840208312515,0.07077963797781565,0.8774502662721894,3.930890688259109,84.69781376518219,True,0.2126923076923077,3.65,100.0,False
"Communicate security status, updates, and actual or potential problems, using established protocols.",communicate security status updates and actual or potential problems using established protocols,11-9199.07,Security Managers,security managers,Core,20.0,Occupational Expert,1.0,0.024250391675733948,0.02985019913224944,Management Occupations,1.0,57.99,120620.0,51.665000000000006,107465.0,458473.0,4856.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,210828.0,1333.0,0.29734794118688573,0.2321800830034234,0.15288840208312515,0.07077963797781565,0.8774502662721894,3.930890688259109,84.69781376518219,True,0.9532692307692308,3.9,100.0,False
