task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
Identify sustainable alternatives to industrial or waste management practices.,identify sustainable alternatives to industrial or waste management practices,19-2041,Industrial Ecologists,0.7666084615384615,3.79,100.0,87250.0,640.0
"Identify or compare the component parts or relationships between the parts of industrial, social, and natural systems.",identify or compare the component parts or relationships between the parts of industrial social and natural systems,19-2041,Industrial Ecologists,1.0144946153846153,3.96,95.83,87250.0,640.0
"Identify environmental impacts caused by products, systems, or projects.",identify environmental impacts caused by products systems or projects,19-2041,Industrial Ecologists,0.755315,4.38,100.0,87250.0,640.0
Examine societal issues and their relationship with both technical systems and the environment.,examine societal issues and their relationship with both technical systems and the environment,19-2041,Industrial Ecologists,0.4209938461538461,3.52,95.83,87250.0,640.0
Evaluate the effectiveness of industrial ecology programs using statistical analysis and applications.,evaluate the effectiveness of industrial ecology programs using statistical analysis and applications,19-2041,Industrial Ecologists,0.1883788461538461,2.87,100.0,87250.0,640.0
"Conduct environmental sustainability assessments, using material flow analysis (MFA) or substance flow analysis (SFA) techniques.",conduct environmental sustainability assessments using material flow analysis mfa or substance flow analysis sfa techniques,19-2041,Industrial Ecologists,0.9348076923076922,3.85,83.33,87250.0,640.0
"Conduct analyses to determine the maximum amount of work that can be accomplished for a given amount of energy in a system, such as industrial production systems and waste treatment systems.",conduct analyses to determine the maximum amount of work that can be accomplished for a given amount of energy in a system such as industrial production systems and waste treatment systems,19-2041,Industrial Ecologists,0.0504807692307692,2.6,66.67,87250.0,640.0
Apply new or existing research about natural ecosystems to understand economic and industrial systems in the context of the environment.,apply new or existing research about natural ecosystems to understand economic and industrial systems in the context of the environment,19-2041,Industrial Ecologists,0.2270938461538461,3.04,100.0,87250.0,640.0
Analyze changes designed to improve the environmental performance of complex systems to avoid unintended negative consequences.,analyze changes designed to improve the environmental performance of complex systems to avoid unintended negative consequences,19-2041,Industrial Ecologists,1.513161538461539,4.08,100.0,87250.0,640.0
Develop alternative energy investment scenarios to compare economic and environmental costs and benefits.,develop alternative energy investment scenarios to compare economic and environmental costs and benefits,19-2041,Industrial Ecologists,0.2778746153846154,3.21,100.0,87250.0,640.0
Recommend methods to protect the environment or minimize environmental damage from industrial production practices.,recommend methods to protect the environment or minimize environmental damage from industrial production practices,19-2041,Industrial Ecologists,0.5530984615384615,3.96,100.0,87250.0,640.0
"Conduct applied research on the effects of industrial processes on the protection, restoration, inventory, monitoring, or reintroduction of species to the natural environment.",conduct applied research on the effects of industrial processes on the protection restoration inventory monitoring or reintroduction of species to the natural environment,19-2041,Industrial Ecologists,0.1334134615384615,2.94,66.67,87250.0,640.0
"Build and maintain databases of information about energy alternatives, pollutants, natural environments, industrial processes, and other information related to ecological change.",build and maintain databases of information about energy alternatives pollutants natural environments industrial processes and other information related to ecological change,19-2041,Industrial Ecologists,0.46334,3.96,95.83,87250.0,640.0
"Identify environmental mitigation alternatives, ensuring compliance with applicable standards, laws, or regulations.",identify environmental mitigation alternatives ensuring compliance with applicable standards laws or regulations,19-2041,Environmental Restoration Planners,0.0495488461538461,3.24,80.95,87250.0,640.0
"Provide industrial managers with technical materials on environmental issues, regulatory guidelines, or compliance actions.",provide industrial managers with technical materials on environmental issues regulatory guidelines or compliance actions,19-2041,Industrial Ecologists,0.3952403846153846,3.45,91.67,87250.0,640.0
"Plan environmental restoration projects, using biological databases, environmental strategies, and planning software.",plan environmental restoration projects using biological databases environmental strategies and planning software,19-2041,Environmental Restoration Planners,0.2770653846153846,4.05,100.0,87250.0,640.0
"Supervise or train students, environmental technologists, technicians, or other related staff.",supervise or train students environmental technologists technicians or other related staff,19-2041,"Environmental Scientists and Specialists, Including Health",0.4924888461538462,3.37,60.25,87250.0,640.0
"Process and review environmental permits, licenses, or related materials.",process and review environmental permits licenses or related materials,19-2041,"Environmental Scientists and Specialists, Including Health",0.3485088461538461,3.41,66.96,87250.0,640.0
